# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Thu Jul 25 08:34:27 2024,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: *,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,
# COLUMN st_lum:         Stellar Luminosity [log(Solar)],,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,
#,,,,,,,,,,,
pl_name,sy_pnum,discoverymethod,pl_orbsmax,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist
Kepler-219 b,3,Transit,0.0571,,0,5788,1.5,1.18,,4.16,787.07
Kepler-219 b,3,Transit,0.0567,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 b,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 b,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 b,3,Transit,,,,5873,1.18,,,,787.07
Kepler-219 b,3,Transit,0.057,,,5786,1.49,,,4.16,787.07
Kepler-219 b,3,Transit,0.0567,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 b,3,Transit,0.0567,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 b,3,Transit,0.057,,0,5788,1.31,1.17,,4.27,787.07
Kepler-219 b,3,Transit,,,,5910,1.43,1.16,,4.19,787.07
Kepler-219 c,3,Transit,0.166,,0,5788,1.31,1.17,,4.27,787.07
Kepler-219 c,3,Transit,,,,5873,1.18,,,,787.07
Kepler-219 c,3,Transit,0.165,,,5786,1.49,,,4.16,787.07
Kepler-219 c,3,Transit,0.1647,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 c,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 c,3,Transit,0.1659,,0,5788,1.5,1.18,,4.16,787.07
Kepler-219 c,3,Transit,0.1647,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 c,3,Transit,,,,5910,1.43,1.16,,4.19,787.07
Kepler-219 c,3,Transit,0.1647,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 c,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 c,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 c,3,Transit,,,,,1.33,1.15,,,787.07
Kepler-219 d,3,Transit,0.2709,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 d,3,Transit,0.2709,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 d,3,Transit,0.2728,,0,5788,1.5,1.18,,4.16,787.07
Kepler-219 d,3,Transit,,19.1,,,1.33,1.15,,,787.07
Kepler-219 d,3,Transit,0.272,,,5786,1.49,,,4.16,787.07
Kepler-219 d,3,Transit,0.2709,,0,5778,1.33,1.15,,4.25,787.07
Kepler-219 d,3,Transit,0.272,,0,5788,1.31,1.17,,4.27,787.07
Kepler-219 d,3,Transit,,,,5873,1.18,,,,787.07
Kepler-219 d,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 d,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-219 d,3,Transit,,,,5910,1.43,1.16,,4.19,787.07
Kepler-219 d,3,Transit,,,,5766.61,1.28,1.03,0.214,4.24,787.07
Kepler-22 b,1,Transit,0.7961,,0,5516,0.89,0.8,,4.45,194.642
Kepler-22 b,1,Transit,0.849,36,0,5518,0.98,0.97,-0.102,4.44,194.642
Kepler-22 b,1,Transit,0.8489,,0,5642,0.98,0.97,,4.44,194.642
Kepler-22 b,1,Transit,,,,5528,0.85,,,,194.642
Kepler-22 b,1,Transit,0.8489,,0,5642,0.98,0.97,,4.44,194.642
Kepler-22 b,1,Transit,,,,5698,0.94,0.9,,4.45,194.642
Kepler-22 b,1,Transit,0.8489,,0,5642,0.98,0.97,,4.44,194.642
Kepler-22 b,1,Transit,,,,5594,0.86,0.99,-0.19,4.57,194.642
Kepler-22 b,1,Transit,,,,5594,0.86,0.99,-0.19,4.57,194.642
Kepler-22 b,1,Transit,0.812,9.1,0.72,5596,0.87,0.86,,,194.642
Kepler-22 b,1,Transit,0.805,,0,5510,0.85,0.83,,4.5,194.642
Kepler-220 b,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 b,4,Transit,0.045,,0,4689,0.66,0.72,,4.66,171.109
Kepler-220 b,4,Transit,0.0456,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 b,4,Transit,0.046,,,4632,0.67,,,4.65,171.109
Kepler-220 b,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 b,4,Transit,,,,4665,0.69,,,,171.109
Kepler-220 b,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 b,4,Transit,0.0456,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 b,4,Transit,,,,4591,0.64,0.65,,4.64,171.109
Kepler-220 b,4,Transit,,,,4500,0.71,0.72,-0.721,,171.109
Kepler-220 b,4,Transit,0.0456,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 b,4,Transit,0.045558,,0,,,0.73,,,171.109
Kepler-220 b,4,Transit,0.0437,,0,4499,0.64,0.64,,4.63,171.109
Kepler-220 c,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 c,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 c,4,Transit,,,,4591,0.64,0.65,,4.64,171.109
Kepler-220 c,4,Transit,0.076,,0,4689,0.66,0.72,,4.66,171.109
Kepler-220 c,4,Transit,0.076,,,4632,0.67,,,4.65,171.109
Kepler-220 c,4,Transit,0.0765,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 c,4,Transit,0.0765,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 c,4,Transit,0.0733,,0,4499,0.64,0.64,,4.63,171.109
Kepler-220 c,4,Transit,0.0765,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 c,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 c,4,Transit,,,,4500,0.71,0.72,-0.721,,171.109
Kepler-220 c,4,Transit,,,,4665,0.69,,,,171.109
Kepler-220 c,4,Transit,0.076403,,0,,,0.73,,,171.109
Kepler-220 d,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 d,4,Transit,0.1563,,0,4499,0.64,0.64,,4.63,171.109
Kepler-220 d,4,Transit,0.1631,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 d,4,Transit,0.1631,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 d,4,Transit,,,,4591,0.64,0.65,,4.64,171.109
Kepler-220 d,4,Transit,,,,4665,0.69,,,,171.109
Kepler-220 d,4,Transit,0.162,,0,4689,0.66,0.72,,4.66,171.109
Kepler-220 d,4,Transit,0.1631,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 d,4,Transit,0.163,,,4632,0.67,,,4.65,171.109
Kepler-220 d,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 d,4,Transit,0.162886,,0,,,0.73,,,171.109
Kepler-220 d,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 d,4,Transit,,,,4500,0.71,0.72,-0.721,,171.109
Kepler-220 e,4,Transit,,,,4591,0.64,0.65,,4.64,171.109
Kepler-220 e,4,Transit,0.225809,,0,,,0.73,,,171.109
Kepler-220 e,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 e,4,Transit,0.2261,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 e,4,Transit,,,,4665,0.69,,,,171.109
Kepler-220 e,4,Transit,0.226,,,4632,0.67,,,4.65,171.109
Kepler-220 e,4,Transit,0.2261,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 e,4,Transit,0.2166,,0,4499,0.64,0.64,,4.63,171.109
Kepler-220 e,4,Transit,,,,4500,0.71,0.72,-0.721,,171.109
Kepler-220 e,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-220 e,4,Transit,0.225,,0,4689,0.66,0.72,,4.66,171.109
Kepler-220 e,4,Transit,0.2261,,0,4709,0.69,0.73,,4.63,171.109
Kepler-220 e,4,Transit,,,,4457.96,0.77,0.7,-0.676,4.51,171.109
Kepler-221 b,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 b,4,Transit,,,,5296,0.82,0.87,,4.55,385.231
Kepler-221 b,4,Transit,,,,5260,0.77,,,,385.231
Kepler-221 b,4,Transit,0.0348,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 b,4,Transit,,,,,0.75,0.72,,,385.231
Kepler-221 b,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 b,4,Transit,0.0365,,0,5244,0.81,0.83,,4.54,385.231
Kepler-221 b,4,Transit,0.037,,,5243,0.82,,,4.54,385.231
Kepler-221 b,4,Transit,0.0348,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 b,4,Transit,0.0348,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 b,4,Transit,0.036,,0,5324,0.81,0.82,,4.54,385.231
Kepler-221 b,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 c,4,Transit,,,,5260,0.77,,,,385.231
Kepler-221 c,4,Transit,0.0586,,0,5244,0.81,0.83,,4.54,385.231
Kepler-221 c,4,Transit,,15.1,,,0.75,0.72,,,385.231
Kepler-221 c,4,Transit,0.0559,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 c,4,Transit,0.0559,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 c,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 c,4,Transit,,,,5296,0.82,0.87,,4.55,385.231
Kepler-221 c,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 c,4,Transit,0.059,,,5243,0.82,,,4.54,385.231
Kepler-221 c,4,Transit,0.058,,0,5324,0.81,0.82,,4.54,385.231
Kepler-221 c,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 c,4,Transit,0.0559,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 d,4,Transit,0.087,,,5243,0.82,,,4.54,385.231
Kepler-221 d,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 d,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 d,4,Transit,0.0817,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 d,4,Transit,,,,5260,0.77,,,,385.231
Kepler-221 d,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 d,4,Transit,0.0817,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 d,4,Transit,0.0855,,0,5244,0.81,0.83,,4.54,385.231
Kepler-221 d,4,Transit,0.085,,0,5324,0.81,0.82,,4.54,385.231
Kepler-221 d,4,Transit,,,,5296,0.82,0.87,,4.55,385.231
Kepler-221 d,4,Transit,0.0817,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 e,4,Transit,0.127,,0,5324,0.81,0.82,,4.54,385.231
Kepler-221 e,4,Transit,,,,5296,0.82,0.87,,4.55,385.231
Kepler-221 e,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 e,4,Transit,0.1222,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 e,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 e,4,Transit,0.1222,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 e,4,Transit,0.1279,,0,5244,0.81,0.83,,4.54,385.231
Kepler-221 e,4,Transit,0.13,,,5243,0.82,,,4.54,385.231
Kepler-221 e,4,Transit,0.1222,,0,5280,0.75,0.72,,4.54,385.231
Kepler-221 e,4,Transit,,,,5284.79,0.75,0.91,-0.404,4.65,385.231
Kepler-221 e,4,Transit,,,,5260,0.77,,,,385.231
Kepler-222 b,3,Transit,0.048,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 b,3,Transit,0.048,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 b,3,Transit,0.048,,,5433,0.87,,,4.55,758.854
Kepler-222 b,3,Transit,0.046,,0,5342,0.76,0.86,,4.62,758.854
Kepler-222 b,3,Transit,,,,5295,0.84,0.88,,4.54,758.854
Kepler-222 b,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 b,3,Transit,0.048,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 b,3,Transit,0.048,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 b,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 b,3,Transit,,,,5315,0.82,,,,758.854
Kepler-222 b,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 c,3,Transit,0.0898,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 c,3,Transit,,,,5295,0.84,0.88,,4.54,758.854
Kepler-222 c,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 c,3,Transit,,,,5315,0.82,,,,758.854
Kepler-222 c,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 c,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 c,3,Transit,0.0898,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 c,3,Transit,0.0898,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 c,3,Transit,0.0898,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 c,3,Transit,0.087,,0,5342,0.76,0.86,,4.62,758.854
Kepler-222 c,3,Transit,0.091,,,5433,0.87,,,4.55,758.854
Kepler-222 d,3,Transit,0.1777,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 d,3,Transit,0.1777,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 d,3,Transit,0.18,,,5433,0.87,,,4.55,758.854
Kepler-222 d,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 d,3,Transit,0.172,,0,5342,0.76,0.86,,4.62,758.854
Kepler-222 d,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 d,3,Transit,0.1777,,0,5431,0.84,0.94,,4.56,758.854
Kepler-222 d,3,Transit,,,,5295,0.84,0.88,,4.54,758.854
Kepler-222 d,3,Transit,,,,5315,0.82,,,,758.854
Kepler-222 d,3,Transit,,,,5154,0.85,0.87,-0.338,4.52,758.854
Kepler-222 d,3,Transit,0.1777,,0,5431,0.84,0.94,,4.56,758.854
Kepler-223 b,4,Transit,0.0717,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 b,4,Transit,0.0756,,0,5814,1.25,1.05,,4.27,1859.71
Kepler-223 b,4,Transit,,7.4,0.078,,1.72,1.12,,,1859.71
Kepler-223 b,4,Transit,,4,,,,1.1,,,1859.71
Kepler-223 b,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 b,4,Transit,0.0717,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 b,4,Transit,0.073,,,5829,1.02,,,4.4,1859.71
Kepler-223 b,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 b,4,Transit,0.073,,0,5832,1.03,0.95,,4.39,1859.71
Kepler-223 b,4,Transit,,,,5746,0.98,0.98,,4.46,1859.71
Kepler-223 b,4,Transit,,,,5697,1.64,,,,1859.71
Kepler-223 b,4,Transit,0.0717,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 c,4,Transit,,,,5746,0.98,0.98,,4.46,1859.71
Kepler-223 c,4,Transit,0.088,,,5829,1.02,,,4.4,1859.71
Kepler-223 c,4,Transit,,,,5697,1.64,,,,1859.71
Kepler-223 c,4,Transit,0.0916,,0,5814,1.25,1.05,,4.27,1859.71
Kepler-223 c,4,Transit,0.0869,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 c,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 c,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 c,4,Transit,0.0869,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 c,4,Transit,0.088,,0,5832,1.03,0.95,,4.39,1859.71
Kepler-223 c,4,Transit,0.0869,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 c,4,Transit,,5.1,0.15,,1.72,1.12,,,1859.71
Kepler-223 c,4,Transit,,12.4,,,,1.1,,,1859.71
Kepler-223 c,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 d,4,Transit,,,,5746,0.98,0.98,,4.46,1859.71
Kepler-223 d,4,Transit,,,,5697,1.64,,,,1859.71
Kepler-223 d,4,Transit,0.1139,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 d,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 d,4,Transit,0.1139,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 d,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 d,4,Transit,0.1201,,0,5814,1.25,1.05,,4.27,1859.71
Kepler-223 d,4,Transit,0.1139,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 d,4,Transit,0.116,,0,5832,1.03,0.95,,4.39,1859.71
Kepler-223 d,4,Transit,,8,0.037,,1.72,1.12,,,1859.71
Kepler-223 d,4,Transit,,5.9,,,,1.1,,,1859.71
Kepler-223 d,4,Transit,0.116,,,5829,1.02,,,4.4,1859.71
Kepler-223 e,4,Transit,0.1381,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 e,4,Transit,,,,5697,1.64,,,,1859.71
Kepler-223 e,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 e,4,Transit,,4.8,0.051,,1.72,1.12,,,1859.71
Kepler-223 e,4,Transit,0.1381,,0,5825,1,0.9,,4.39,1859.71
Kepler-223 e,4,Transit,0.14,,,5829,1.02,,,4.4,1859.71
Kepler-223 e,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 e,4,Transit,0.1455,,0,5814,1.25,1.05,,4.27,1859.71
Kepler-223 e,4,Transit,0.14,,0,5832,1.03,0.95,,4.39,1859.71
Kepler-223 e,4,Transit,,,,5746,0.98,0.98,,4.46,1859.71
Kepler-223 e,4,Transit,,,,5803,1.52,1.04,0.371,4.09,1859.71
Kepler-223 e,4,Transit,0.1381,,0,5825,1,0.9,,4.39,1859.71
Kepler-224 b,4,Transit,,,,5093,0.71,0.78,,4.62,782.088
Kepler-224 b,4,Transit,0.0379,,0,5016,0.68,0.74,,4.64,782.088
Kepler-224 b,4,Transit,0.0383,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 b,4,Transit,0.039,,0,5210,0.72,0.82,,4.64,782.088
Kepler-224 b,4,Transit,,,,5046,0.7,,,,782.088
Kepler-224 b,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 b,4,Transit,0.038,,,5018,0.68,,,4.64,782.088
Kepler-224 b,4,Transit,0.0383,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 b,4,Transit,0.0383,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 b,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 c,4,Transit,,,,5093,0.71,0.78,,4.62,782.088
Kepler-224 c,4,Transit,0.0586,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 c,4,Transit,0.06,,0,5210,0.72,0.82,,4.64,782.088
Kepler-224 c,4,Transit,0.058,,,5018,0.68,,,4.64,782.088
Kepler-224 c,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 c,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 c,4,Transit,0.0586,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 c,4,Transit,,,,5046,0.7,,,,782.088
Kepler-224 c,4,Transit,0.0586,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 c,4,Transit,0.0579,,0,5016,0.68,0.74,,4.64,782.088
Kepler-224 c,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 d,4,Transit,0.089,,,5018,0.68,,,4.64,782.088
Kepler-224 d,4,Transit,0.0904,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 d,4,Transit,0.093,,0,5210,0.72,0.82,,4.64,782.088
Kepler-224 d,4,Transit,0.0904,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 d,4,Transit,,,,5093,0.71,0.78,,4.62,782.088
Kepler-224 d,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 d,4,Transit,,,,5046,0.7,,,,782.088
Kepler-224 d,4,Transit,0.0904,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 d,4,Transit,0.0893,,0,5016,0.68,0.74,,4.64,782.088
Kepler-224 d,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 d,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 e,4,Transit,0.124,,,5018,0.68,,,4.64,782.088
Kepler-224 e,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 e,4,Transit,0.1259,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 e,4,Transit,,,,5046,0.7,,,,782.088
Kepler-224 e,4,Transit,0.1259,,0,5195,0.7,0.77,,4.63,782.088
Kepler-224 e,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 e,4,Transit,0.129,,0,5210,0.72,0.82,,4.64,782.088
Kepler-224 e,4,Transit,,,,5093,0.71,0.78,,4.62,782.088
Kepler-224 e,4,Transit,0.1243,,0,5016,0.68,0.74,,4.64,782.088
Kepler-224 e,4,Transit,,,,5049,0.72,0.84,-0.514,4.64,782.088
Kepler-224 e,4,Transit,0.1259,,0,5195,0.7,0.77,,4.63,782.088
Kepler-225 b,2,Transit,0.0539,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 b,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 b,2,Transit,0.0539,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 b,2,Transit,0.059,,0,4304,0.56,0.59,,4.71,561.101
Kepler-225 b,2,Transit,0.0594,,0,4126,0.6,0.62,,4.67,561.101
Kepler-225 b,2,Transit,0.05407,,,3682,0.44,0.46,,,561.101
Kepler-225 b,2,Transit,,,,4255,0.63,0.66,,4.66,561.101
Kepler-225 b,2,Transit,0.056,,,3682,0.48,,,4.78,561.101
Kepler-225 b,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 b,2,Transit,,,,4128,0.72,,,,561.101
Kepler-225 b,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 b,2,Transit,,,,4128,0.62,0.66,-0.996,,561.101
Kepler-225 b,2,Transit,0.0539,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 c,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 c,2,Transit,0.111,,,3682,0.48,,,4.78,561.101
Kepler-225 c,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 c,2,Transit,0.1177,,0,4126,0.6,0.62,,4.67,561.101
Kepler-225 c,2,Transit,0.1069,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 c,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 c,2,Transit,0.1069,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 c,2,Transit,,,,4166,0.77,0.65,-0.788,4.47,561.101
Kepler-225 c,2,Transit,,,,4128,0.72,,,,561.101
Kepler-225 c,2,Transit,,,,4128,0.62,0.66,-0.996,,561.101
Kepler-225 c,2,Transit,0.116,,0,4304,0.56,0.59,,4.71,561.101
Kepler-225 c,2,Transit,0.1069,,0,3682,0.44,0.46,,4.81,561.101
Kepler-225 c,2,Transit,0.10714,,,3682,0.44,0.46,,,561.101
Kepler-225 c,2,Transit,,,,4255,0.63,0.66,,4.66,561.101
Kepler-226 b,3,Transit,0.047,,,5571,0.8,,,4.59,980.138
Kepler-226 b,3,Transit,,,,5356,0.88,,,,980.138
Kepler-226 b,3,Transit,,,,5427,0.85,0.89,,4.53,980.138
Kepler-226 b,3,Transit,0.0469,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 b,3,Transit,0.047,,0,5559,0.81,0.91,,4.58,980.138
Kepler-226 b,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 b,3,Transit,,24,,,0.81,0.88,,,980.138
Kepler-226 b,3,Transit,0.0469,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 b,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 b,3,Transit,0.0469,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 b,3,Transit,0.046,,0,5185,0.91,0.83,,4.44,980.138
Kepler-226 c,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 c,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 c,3,Transit,,,,5356,0.88,,,,980.138
Kepler-226 c,3,Transit,,,,5427,0.85,0.89,,4.53,980.138
Kepler-226 c,3,Transit,0.058,,0,5559,0.81,0.91,,4.58,980.138
Kepler-226 c,3,Transit,0.0575,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 c,3,Transit,0.0575,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 c,3,Transit,0.0575,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 c,3,Transit,0.0563,,0,5185,0.91,0.83,,4.44,980.138
Kepler-226 c,3,Transit,,45.2,,,0.81,0.88,,,980.138
Kepler-226 c,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 c,3,Transit,0.058,,,5571,0.8,,,4.59,980.138
Kepler-226 d,3,Transit,,,,5356,0.88,,,,980.138
Kepler-226 d,3,Transit,0.0759,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 d,3,Transit,0.0759,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 d,3,Transit,,,,5427,0.85,0.89,,4.53,980.138
Kepler-226 d,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 d,3,Transit,0.076,,,5571,0.8,,,4.59,980.138
Kepler-226 d,3,Transit,,,,5338,0.89,0.92,-0.239,4.51,980.138
Kepler-226 d,3,Transit,0.0759,,0,5559,0.81,0.88,,4.57,980.138
Kepler-226 d,3,Transit,0.0743,,0,5185,0.91,0.83,,4.44,980.138
Kepler-226 d,3,Transit,0.077,,0,5559,0.81,0.91,,4.58,980.138
